SAQA Qual ID,QUALIFICATION TITLE,QUALIFICATION TYPE,SAQA LINK,NQF LEVEL,CREDITS,QUALITY PARTNER ,ATTACHMENTS
121668,Eye Grooming Therapist,Occupational Certificate,https://regqs.saqa.org.za/viewQualification.php?id=121668,NQF Level 4,38,SERVICES SETA,"Eye Grooming Therapist- Curriculum.docx (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/4rP332Cpd-2Rcg9VIdAQtw/bZMC-CApnA08sqk4T0CFgfF4lu18frDEVYXXnkYXjdLvh7vtN4g9VWieopstIlTOruMruJ1TtPto27Bycc_xDqInSaiNv4EUQYn_hn-EdaFiaWDP3lsozKrKnvv9Aco7aItG1F9_aFHjEaKsGmZFuiWXf8rgZatoOn0zsSNWlISSZlgE_9qLLH6rtE5VNb8z/qUQPYxUD-IxZ15o7_Dh-d2BVBXKSdM3axlyVP7Ae-QU),Eye Grooming Therapist- EAS.docx (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/2OYRhS-LYF_6uCBXfLwdjw/h6XBQgD7ZOFy5C4aaQmKicqJqZu9fXv42ZK4a_1onZkw1penis4gGp-TzMaRQl5SYbxZL71ciakSgTszkNMeVM7iideyn2U9CBfu7DGqoMcST37KuRjFRcokqfFTvmetdsyzn84JWUV6TVFuWXg5JEbgzKYzaJC4GdymFSv5DxJFizIZfdmPG-jWYqbyei6Q/Be0L9BkY5V6sdfokpQ4rTHQarQnkAu86UHHxKjiKTCM)"
118112,Fabricated Glazing Solution Installer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118112,NQF Level 3 ,397,CHIETA,"Glazier-External Assessment Specification.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/BukLsQ4H2ha41FSdB7n3fw/3r68_vsgT1B5lmF27giywBcRvmQu262i-lmcV50RUOeqQ6WdTK4fzOBf5p7fokE1tViYKNOUyn00BCRFZcDFM0FZkJqAta8X7GlIR6PX8ejTvsF0k3TqfdSiyJREIwlaZvhftnOvcYaI1B_NYVb5cMTmGkWr3XkKG416ZqO-JQLjloeJX7PKfGs_PgcmOP58/qudFJPYZim0iSrg4p7YFSIfwIh6ais9QObni_FBFMDE),Glazier-Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/pP0ZXlGZZ4V7aJdWJjH5Ag/kqvfYouUiG4VhxKvrrefAvAnJyEWaB8IzaWUNixeBZeRhnqUE7AYLDMxDisHdrXVMoUkhce3_G25bhkhnNONNZUgOFrat3MlEeMVeRrU_3EoKMe1meMUSeJ3dLMXuMVJgCUak5bcQ5tU24i5tiqPgUHrHGtvQjV9vTNdWdrPUpo/N0zfYz5AEvxOcPMR3fZ3I9F0FnbwzONyF-93vZeSndE)"
117008,Face Shovel Operator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=117008,NQF Level 2,43,CONSTRUCTION SETA,"Construction Plant Operator-External Assessment Specification  Version 3.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/2SY9boHCDPspBZR9XlalZA/pG_TekFKDB5YVGuDNuxKKT6nKl1aJjlI9J42kOEdXncw9hUymDu7_rO8btoxvBm4M-NcbrrpFEn1cU0z7BqgDNVMhCXm_qW_IdaeIAJAVkq2h5VdU8QK2O6RYvcDbJVH3JVQy9Pj4GgsEQ_ZQdhzqJ-j2gA82uBq-Sk2pFFEYgXb9ggLN15r2LEy4yJkl_18wZ5oEz2NCQ7eFKabN3jm2tPaRS9s92KtmO1M7c9o_w8/WiNGdruxMBOJBrQ5dcAJMRPwi85s9gEg--7eN9tQs60),Construction Plant Operator -Curriculum Document Version 1.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/RQl4cARhKxJDYgWrCbI1cQ/HAyW_0_ETG2yzx0TRRxsEeUUw1PjmA9YvU2JrC_MI3v0OXRbSohjK37Gx4_E8YCiJoae3bCTU6jqYaUv1XCHZqKQRfbcjOhvX7-31zoOu3HrVrNjnFdeQ8D-8J69y1JGKVJSowiSVrj1duaggNO_z08Db3Cbyam7lsuTXTXyhfnaZULtMEIctUjh2YiKKsGWEJJAsywf_npfJCjKrsjkcw/ieZHXTNju0iMW7rUDUAu2Z3UWYRs4oIoe1p_F3lIQHk)"
102147,Facilities Manager,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=102147,NQF Level 6,262,SERVICES SETA   SAFMA (AQP)    ,"Assessment specifications document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Zaxf3ZX3tMGyHyqEF7sD_Q/yMjSTJCAGSHsgp3qmYAa3_QAPyoylX9bg1OIFdVrYr4PC7XWZmll6O6GTjs8BS4bbFhFKOy6dth_t8u5BqaZErCV8fj7PIy2kmACFN2j5cgijpRWiLG8-EUY5zlnvhMNOpvCYyHDlreJkDaEKWPSN3CJ9_BgVtu4pA6OsmGV4XQ/c9ingymHTCstZ4ycOj2c6VGyjDq4cXn8XoZ2kMzyHSY),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/QZEQ0t11SagyJiQwKuFjWQ/7lbmarNAEveqJTlwNgboIR6UmMNkyDQ2uhrfOuGoDSXizrA90z7U1RaCirsUz0ZXhNHX-RcdQMeXKVI50wvc1jYHsPAFhBrIkUmTzawonalTbzPPQech8G87qiLmzpPid80eqtyLelrTtIIAlCH5CXjGwPljJcQu31-TluUi_as/hKHEVsnAgGxLWyQt2MBtb2Jq6b2IezwiuPjYHD90qxI)"
119432,Family Law Practitioner,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=119432,NQF Level 5,205,SASSETA,"Assessment Specification Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/S_AWdhPuLbcziVd3KhI7ng/NdEShKlZaF5-K-YKIXbVGEONzEEbEf9l6YD7vXntKHuaojViXMS4debr5uiUaKbx2jvAORl4Z1ByQn7YATEzbaAs6Ik2vUBEC4EL6LI-oZcyIWRmPGGG1JQ7kaBoG7DrCwa8gtlk2tA03QVwnMW74xpxNAiQyUNz_hixe5zILTE/A-WG_gP5JlYl_6HTJBaJVwpwydh3wG1k8sZdDbUFGbA),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ZyIlzht7Xxski9G_KrR0Xg/3b9HmN_q7dGFLrtrjy-kdoHuJPKsL3NcWFqE4VjC9yI1mXcVioCkRdtEfOPSvp6vkQL5-tQs9Luc6SLu1LaVHG_rPfAf8R0O_EzOGTBnd6jZ71IHVmcPw3U6KXKoyMfKV8wZfm7kwyGgj4g4B7b_DKwPUW-MtSqu8E5htdGb980/52n_UFWM3O4-i0L1JfqLSnCCtcG0-5e3VSYk99gjeps)"
121590,Feed Mill Operator,Occupational Certificate,https://regqs.saqa.org.za/viewQualification.php?id=121590,NQF Level 4,70,AgriSETA,"EAS - Feed Miller.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/LMhWMHoA6lQont9p986Z6g/Tq-DPCKjlA31UGdSxu-JBWAYQjQaAFTFhNLMQryP3dIRs_kbVXWUUlm-kri0iHK9ikpW9q_wvopkhi1fohrH-XlOxdRPn6qIIv-Tyt3TqSibAzyN1QZlRcuqccCvmulogWKpLFP8XLOgThkOh33RKXebiwfuVK7OounXbO7Zd_g/cV_gy2hmAUCEsmL6trZiYoexDLiW5yAPcDLsGML4slY),Curriculum - Feed Mill Operator.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/2hqiebqU_Kltz0XaQWg4pA/MRK9FvgftuKV5W7XPJoEdL3LdeRrsLTem_8i4xuN5YQvWH3cQa_buH3C_UVkerLcibw36mgXtwfFPaxeku1h6ykSwxfwlelZCBepfbYVEd-3aexG9X5eOhCDTtazMplnR-WpZV02Guazj75IENuNlB-W0UsBatm-ooBHyb7suoapEiQPPWm6FN_QNRRg47U2/DdwuK3aPfMtQdoKmzWORPPnlU2b66BSAstUwaMIHDc4)"
102295,Feed Miller,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=102295,NQF Level 5,234,AGRISETA,"Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/gDPNY0XxEeXAVG5XJfZiLA/EywqY6c7pN7UoM3R9Ww5j-HMoNj1gcZw5mhS0KkIu1gl-MdXlwWZsQUwAYHMbILpRB8JZWi-ZADCziRD-Qz0DhCCjvSfP7goHCCjWbElHZw_YvIfTEQQGvfg5rqJ228kc7cTAQDQILTU07G3cXpwoo-88Lh2D2zHu2fhYbD-O4Q/7ZM81CmzzaxeY4guL7hEl4bM4SMA9ZpNICwWdJ2bKnU),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/IEiGwTWAGKaPzGfr-m8ryg/-ZR2lXGQq8u8k-dtkQPoz6_469NagAwSEZ_ig_oNg81xRkX6YT-NtJWxPSSWmROu_mHiQlXxxiHGFVFse5gC4oK8CkmJH0__qvvo9gUoe9sB3qOfgGJTQpoqdGJAQlhLIbLMst1ON_TKjosuiMmVSdaVsqUB3WdsQlyGAfu4x4U/wf5uZHJe2cIxU79nnfKxurGp3cRwVFzM5IAedFCdMXw)"
121591,Feed Miller,Higher Occupational Certificate,https://regqs.saqa.org.za/viewQualification.php?id=121591,NQF Level 5,170,AGRI SETA,"Feed Miller EAS document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/2FzRyRKR-Bt-sp3wSXIjHQ/dafNvlZRMjX6fpbMHQ8Ztjid9SQSxGz6jWh7u6wFF7fYYCvGMk2MdQrHbi-vcsST7x0PjZnOE6hN_XHcvB_ntNxkz5vRhuC7LivCRTSqJ8wrpLeywWV7FQ-Rg-Z-pan5sJuWvt0aN4dJ07iz8ybpZO-pQuGlqxo9bvB9Vt_Agyo/BA0_XGu3sVMKPIOqqUv_JdVcfr6FLEA8CgnimZxwhOg),Feed Miller_curriculum (1).pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/F6fLpEJxziH17sMeC_MDpA/_sqDeqRGin0-0mbsDeEao694OMXMQE2EW8qI0pj2kb_BuESqqIqQow_iT5xZnAbQERWiBHP0bcT4_Dci9ASfcCNI1nyClDTalCS92_Ahxr3D8FuNslslArOC37pMUc30K1ygjbLSQQsSIWohISySwR6hMHw9unEqqF4LKAWsx_une0O07nj2SmV9vRw1miDH/EAWvfrRll-89YTWVZdXAaXrH8ho4FpWmgEX32_Gyn3k)"
102917,Fermented Dairy Products Maker,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=102917,NQF Level 4,168,FOODBEV,"Assessment Specifications Document -Fermented Dairy Products Maker.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ox0arFf4XySulPdYxrsUrA/UeyMiKwn_WDlfoPqcL791AC6mLHHqlZAQfWYaTtOpG9grm9bmqx5JjNvk4BuZRqKmr25pHh_ju5SDK64RgMxFfk7i-JdoM_rTPUfzMw8Pwoh_H1PHk1V147_Bcp8a5OixvM6d_GQRLNJedrUMMaJy95nRpXOWbJuUV10xvoweKiky8HPKgZK01_VAhQM7fFMeZ7v4ieeotYARa0cqmkhiw/zitgrohb1QhQK3R6nvcka3yI85WusAI0AWc_lz78XE4),Curriculum Document -Fermented Dairy Products Maker.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/dPCWkw298LWgX1MBRGFdkg/Fks1OB8Q0Utmy8qSt5fKeRIiZ65DLYcgHONOC9PoRdbiKrg_KlyUmnKm-HLaZkbotn57A0crPuQI3yOH3nipQxp77p7i6xqGKuHlMw3YCXQHq3MQad00L3GQjrqffNtlTerAXNr6YoZk9oeQ3LhQVbTfBneTuspddJRjyTSLH1i6WJSbHU11msrK1Mamg3Lx/9DVT5qbFdFck0VFSUiXy-Q-r4zOUgRXqyP_-6Vz9asQ)"
121808,Field Ranger,Occupational Certificate,https://regqs.saqa.org.za/viewQualification.php?id=121808,NQF Level 4,100,CATH SETA,"Field Ranger - External Assessment Specifications.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/kvsgbjcTGBlSdpamQSsDKA/3XROlODzSU9tILKFdZ-nC05rTlscS-YpAwowWWoo9opVW2Gx1TzeW8TO1O0DGpsInP1eLk01psxU1D7z7a8RgDMXhJ-jnpUtd0iMyFCMJIqwqV8MmzDDuUCM4dRu90p0-WHLDR_P3hxo7EueDDO50XN5beIePYMXbWHfWt6mc6FKKEZePigVvCTMqFKAXEjh3tCeVtOFBXwNz9AnPsUZBQ/rxNKZ0HZm4LCeSkCFAbzYYnwz60shbfPW_5auWg67F8),Field Ranger - Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/5QPDac_NDraohR3AJ6vojA/WyTDGnNaN0xSxIzvQ5I6MnJ4p33b1gvLr9njU3JzJz3cw9ttpBBNNu88Gfqion5x-VOb7iy4kBzN0G6_Q49Y0i1pYglgIxa-WoCUO1sq7Q4PTKM8TFw9F9zIf3Y-EPnzMsy1VdUYYb3ddpG4GXsm0G_tsYIL_tioqqMJad1mdyTvdZRPP2Ts4jEPUnzewJo2/5imWfDMH_M5ZWQe_8xOkyraW6dmas6oF82BpAAWAwW4)"
118091,Film/Coating Glazing Applicator,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=118091,NQF Level 3 ,355,CHIETA,"Glazier-External Assessment Specification.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/7PtuOju99qjWa-6daV6-tQ/HR1qBFwTu39Ntkx49s8_7dlhyhaVuIszCcpjqjHzNj3WVJmPpJQgjEhgiPqNQBuQ869MBsiBE2QEAJhkaGoN5OHohXReoAZfbvWQrMtbkZlu30stsvm2V5v4MzPYTCfuwCZxJ-feicRv30M93rbd9GQFBK2cUpEYnScmlljiUGdMn-8Nhvu6HoRlMxu5bFpY/YEmA-3A3b7XIC6YIXSR-RdzfTeiyA7vlTpVJ2vYnoMM),Glazier-Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ca2lvMLoTUmZvEjuF5Hcww/vhpYyypRkjd-VqNXu93h9QPSES5T69wk9TC4WL5EPPl9Az0UFTOh8y1hYIDBBX2O4JtYw4fcvNKuv6qhupVoTkKy1jwKf0d4b4DgAD0MVY0cD06qZdp8NCaioQukQ6bIeVbNuegmg31OtDjE46EdfD0mG53CUkx6TdsH11rFTSc/QJg-D9ZckeA_ioN7WefrvK4PZzauohOiSTp7UCpGLc4)"
121568,Financial Administration Manager,Advance Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=121568,NQF Level 7,232,LGSETA,"ASSESSMENT SPECIFICATIONS - Financial Admin Manager.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/GhwB2iZ3CZpgKAgQjhxo2Q/swmfgu29HuHCeFpvYOpsv9BphFa51v-ekRFp6mP2qRtyK6he2OXK4adDT8BRz4FHqxjxA1wDBLskeykdKRteVW6OQDOXesm7w3dv3i59-s4TDRkg7X2m4CBCFph3OS2A26loNJxs4sM0mRfULVjzkNkH0s9NQHISi_u_Cplq549JmDBQv9dcrUDuJzC5psCbYh2IL_Ts4BKCCKW_IofV0g/4a8j-RKnjrd9nmvhfwvQdCDlx8KGicRUwYVkKK-1TGY),CURRICULUM - Financial Admin Manager.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/l4VamwDdX--WbsMZe89S2Q/fdd7OOz3IIg0TLTEC2olQehRKi7qdL00uuGIhYhchB5pYGq69K2aAktiWGAIjDV-OEeSeu89nQ5g1MUlWQvJSHbpgyd1wDfB99xSsmb5TX97tX7p2e2PlFaKty9TNkpOvyMzz-k2zWt9cCe7XHjnb9Mxbeiq95ab2Cy8a2MrfT_ulHI9KM-fVNAC10cZyB2q/BigiJnAU-9svZefm7wzNakkOpsZKzreUAZOCeYaP6hE)"
105026,Financial Advisor,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=105026,NQF Level 6,515,INSETA,"Learnership -OC- Financial Advisor NQF Level 6.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/ha7Zq0G8j5CKstdceJL4kg/x7X5bGvxJoRAxiy2MUpIuQsBYQdGBV2MODF7mvMcLr95BGKRZpgaYunehd5Oe9sfWq4mJMV9rb2D634RUu5kcFFDEdvCU1uxYdAP3hYvvxQJ8cDm21M6uaep5UbSB8zAd1lVfUx5L1jfgrbFF4VXhfJZMr52OpHHE09JhkuY3O34QUjatpInO1__SaTEexNe/828r3BpBR7wHan83tpMUyWp0y79GLtwvGqVmpsoXhd4),Curriculum - Long Term Insurance Adviser.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/KryW7yyN4nxA9nYFRrghww/rP4lAoGK33UIjkOFKJO83NXwE3ytWEqFM6M_o5gCuPAouOGPZ_PhwRxyjStAKPOyGmOU5U1SFZlKKdJCibtqM1lvy3BSVbWoCU-4weXy7bjXxBa_gGXStn-sgFEo1qFHATXUhOI1w21SXEYzKKX8iqxMkP0MY_kGVat7vKFrfN-JqqSvUT1AzkyH4vJ8ZSgZ/0pm5mOCxMAz2wReeKijy-scJkdNL0d6WfdDXAJJ8n9I),EAS - Long Term Insurance Adviser.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/V2lydK7SVu_Yf4ufbgpY0A/FUKCF0QJ-JdPpnBC_fu9IXVuE4aQ5X9HsooQXK5o0HEpQuN0qaL4uKoQ0-DqYuR9wtNDOD_d0qwySJJ4xASWra0y1HbcK8oaUKRIcqe32KQGzDLcRqJhOdCDqpfGv2Z2BwwWLsxsb__2W8fgmrGSwNh939TKDTd78kV7K6FJrKngLAJbDZ5railvkNjTMDEw/rqjGNEFC_GaiSic7Bnj0YWTtCKJ5-BmCJBCDKHLYAiM)"
117238,Financial Markets Practitioner,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=117238,NQF Level 7,180,FASSET                                 SAIS (AQP),"External Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/nBHu0UiVbYIUcd2odOCAGg/CkF0u9E0LFObNsB1CwdUjBxieo0-a8YVyh28pH7euvQXolfnakBERIpsR4FHC-k22Z25xAwdDNWgmC85S2RZHIek9npzLrN6Kl_umwfND4yCzhM7KjGWe2GMkaC_3LRgTZU6mxpIr1UB7NyOl7xDLaQ28MyaqfD5R9PXVjVqkE4LSzalfUa1_TQie3RKFlXk/yG7QrglqBGRJRh1jsuvGkZCfiYlOmC9RoCbazZeERQk),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/J_qIfbn4A8vzxY_Ggb4__Q/fcDRlnVI4gC7PQ_vtLqaI5TbxOnaztD1JdIhDZCzDHkI7j01q6O0jZmT2qDDcON4vcj7qB7Anc_Ec4ePN6_6GvIzTdKwc-jD9UWaKht5oYPCXhuwBugofYE16ecW2K-KPZOs8F7ZR4B4ehup7y4pFl8SToNs6uS2i1ZFlgTHyLE/yvlHqUwK8T4pcdlzManXTNR2VdV_lwBbb-Gr6GwuXkE),Learnership- OC- Financial Markets Practitioner NQF Level 7.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/pbf0uGVYGvsGJyx4Au4aVA/9BIpX92yJ_iw0rz7skxchxUIRQul8waoOqaLjpq55ENyGl9q3WIsFYIbc23oK_e1JCC70i6gIqYHdapcbKrMM1X6q5ecdHHe4KWh-Zz4BM9Inv0U_Fy6pyyk0tg8NfMXcXftY7BJR5tFsMQFU8AMFbN43aeJOiie-_rB4aVnZXzfbZlYhJXEIW2rmADIDPv6PwT_BQn8Vcw5bDw0y8BnPQ/nrccOAh94Arv0jGugminj1t6E-pseylY8n4KtSNNiKA)"
93603,Financial Markets Practitioner,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=93603,NQF Level 7,120,FASSET,"External Assessment Specifications Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/tipNEj4DCCR7r8MyBotk9A/3M5tRqf7iviPvUbfvMtwIr12TZD2HHK-Dtn3PjjKOfYeanKHV973xWPt4gX-J0k10Mu-WNx2KrctJopMR7ZNpXmxKC5OHFJyNqoZlfKTfBp3gewfnBLH9o2JR0CYeAU6ZqVcMTAp8MTbAnmkIt-L_uTlXGkWOceoGespqnOxPOK8YhCpWPduWmWcS-JXIL89/ru266g0ryk9Ahtp2440EwBpKskuvodHRJz9e75DhW7Q),Curriculum Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/JT7YZJ_rOvHKqwW03ZFdtA/_cw2_ryRAu_-CBnQpoK9l-hIL3zjC66OFjwn2O85QVbfEQ1Tsimds-EW54Kb8RtOulYi4nx7gDDjpWGQv7nmSFBGCqZAUn8wvB2PoBIh9vvffkiZ9n5Ak1oZPTanSq7-flMzF-6o-3xFGfnPABJSABDHyWc7j-HhY7e9bGtqvT4/0SuXrv6SXsWCsM--qb6gfACulZGjZPFHUjoijtfD6io),Learnership- OC- Financial Markets Practitioner NQF Level 7.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/U-SyLyOs3x6IPnee4z3ldQ/AL00HnoDVlgPi-r_FVR6MYlTt0uVmAbQpJEhMgEL99XvUFzQj4K2iMA7XY4IsPDDmIfS0nUmHRWvKmv4zMhfY2H78B2Zpr9nmES8xhTyIR3JhKGc2WOQyBqERhj6s5a5ipZyAxzfXH1XFFM_tDuxJxwHdModwF2wH1dY7TDDr7zs4suLN64npwbn-AoO7qJ3fkGgHiFDM6rfG8OIou7jqw/vIceCkWufAET6GBSQDZBAeIO4xrzJy8ZRLKNtINJGXs)"
121934,"Fire Alarm
  Commissioner","Occupational
  Certificate",https://allqs.saqa.org.za/showQualification.php?id=121934,NQF Level 5,32,SASSETA ,"External Assessment Specifications Document Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/-wWZA0k-cH1W6Y5Aw55Jag/tZuISO0SdRuhsBRFeyDWmSKeTL90VoTae9nh502m6sidahQvhwwJzMS9N6mTiYJnCGZssJOZpUoypYDz1Xw1DE7DakDTeoIMauCvbzI7x6Htu2uwQQGYsqFHDOMMw22KFGSxxUODLod8kHKsQvUKD7Gmj0esduo0BbFK_qu1OCsMJED4crlYWo7rWoTGKNP2axpccyxQj7DUdL4fvqhYjw/B89AmuAZNkqQ0Q4jx5k4XkeBA14Ju_jTXV0AGY4iS4Q),Fire Alarm Technician - Curriculum.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/UbqDhHtavj71et-FKGkUYA/aGWbQJAgiPviVp2QmqioFsiXLQgJNl9av7HA_URruYO8aI_fq_ekqR30oD7hlZwvxHmFi_7Bh5GNztu9wXEKVkSW_0xY8Pt0fvRwuzYjH5Xy3H8jTWqtD0mKZWKRER2Ls3vAntkBP2gggqfRxiYMOLviqO0vzdqCOeRVZFRcApwUY7lfP_AkRYd41AuOJdWM/yhgGpe-P7CtZtkCPX-S6_yIWJ1kUgz_D_FOfHzJx3wk)"
121935,"Fire Alarm
  Designer","Occupational
  Certificate",https://allqs.saqa.org.za/showQualification.php?id=121935,NQF Level 5,32,SASSETA ,"External Assessment Specifications Document Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/EWo8MH61P1S5fKEDI2fzlg/tNBClqyyWKbZfjpc4WIWPwGMUl-MiFHAWEwAQefsa_tSBmVr8DDyxX9zv66A7clF3O3o6m5Iwd8S5jp4Kd9zpwaRljVt3c1xf7D8QzcmIbWrt5BRzZ-yiC1uiAdOLuWXHk_0fKUCFGzsbPEDSVbkfnbNDYiP86lOFP6d3vG78XAmID7CUx39CCUQKCFNSEb4UU3IfzV2Fm54k6-4CtUNBw/Gn3J2-E3wqbstOIuggAi0CnO3DckK46DedTm85asUAs),Fire Alarm Technician - Curriculum.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/uZpNjdMsCf_NzzFKY1XTEQ/rjzNpDojaGHitjun4yfhILFe87FMvn5O9yUZM1aTwA1erE6esHMm2b49k1jXr2Fk325xBH0We7Xcp4QZG_i98woPBZzajk94B3V7hY3wreBPSe1DNx2rhIQZ_i-yPi-n3cRgYSJNc4eMf6PZnxv2CWAoNVDByImMpv3VtubxVUxKzpA9x4m9xi1Wuf6ZU4Kv/cZ_phT2O3d7jMbziKvuY7VntEtk-hnwEmcwjcCZT0C4)"
121931,"Fire Alarm
  Installer","Occupational
  Certificate",https://allqs.saqa.org.za/showQualification.php?id=121931,NQF Level 5,55,SASSETA ,"External Assessment Specifications Document Document.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/X46cu2Q7JnhZ2mgY7A4X0g/Lp_gUjn2eAiuloRF4UzEkyiLMkoZx1qkgGP4ed5FWy6ms4gjOkN3aSlNU1xlbMb8TTN_gdyq7v6IuEwT7_IflmZbDVcV7iERdPxTtWewleAvv4v56WQbMGkQbLCNc59exirXVCPmqPUBLsgywQFhzZ7NPpxqp7Jw3y7Y0R16cnJlSTqm8mQgtzoanejQd9GH9oxuCk2wdzT6eA9ZQFoqvg/iCcj4sEv1NgJBnVDzWMlJwBF8P4Pt_ZXbNBsd8BZY_s),Fire Alarm Technician - Curriculum.pdf (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/b_VtLbOrgTjavKZ72i2n7Q/p0XeoF30WYwslsdX0tVc1AbZvsPmdQv2ir8FGoXyuJySo4H9PJdgJRTR22v2JOevBpDXsZ58dS1SQOeaAQ9JIi-oduz4wA2L4fPe0oLYrs7a-f92B5hBkbpEmh-jIn6MsKWyV2uDHNyQnMDblTV3DDxVyXW9zBYhTt_37rcLe1xLRn1MqkUzjEf20LCS9Nqh/oSRMMzoNpg9BW5G4vUET3Hr6ewRqlGwZEeKW3JJdqTo)"
121932,Fire Alarm Maintainer,Occupational Certificate,https://allqs.saqa.org.za/showQualification.php?id=121932,NQF Level 5,32,SASSETA,
121928,Fire Alarm Technician,Occupational Certificate,https://regqs.saqa.org.za/viewQualification.php?id=121928,NQF Level 5,150,SASS SETA,"Fire Alarm Technician EAS Document (002).doc (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/krxRHk7CQ1bqj9NTy-eBmQ/JW2acrdEda2FBv0GUesgx30SA-yeTZj2abozOXYCSUTJ477e3vzwKPwxAEERfCQzW0ETcV90DYopBYUP9Qg8rsb9pyKYN__4tB4AK6XRLS1GVhRfx0oETRm_j-wpYHONRfYkSFO5OVQuMT6iAT5B_aWIt3uByQHEJ7xB3066XcKDb3ed6xP0z_wQz-POth1v/S77v039E4D1qF4jxpB6seM0d-coby9i5AGRXFYgZCg8),Fire Alarm Technician - Curriculum.docx (https://v5.airtableusercontent.com/v3/u/48/48/1766800800000/Uv3VykhCirzn63vPE6NFhQ/xSdSaQ-dixwLSiR8IC0S-mleGi63-mQDFa5Ry3V89JawiH_cJJrEoMamamCb8R-Cq7iBp7tRp24NyPUFRCohsrf6GoLPCo4cC00dj7lu70CvZ81hPRhI7T3Xt4XQ_uVqGbL1ikwNW8wx75xBEW17BmvKrUzb_Vt1f02X-g3oStNHZ85ec2jAJ-zZNQKX19Pj/HeKcOUBohldm6mfpxzID-O0dKdtQfFC9lLItr2XJg28)"
